driver_id,as_of_month,prob_3m,y_true_3m
DRV00119,2024-05-01,0.9992052,1
DRV00094,2024-05-01,0.9982236,1
DRV00038,2024-05-01,0.9959007,1
DRV00074,2024-05-01,0.99438745,1
DRV00145,2024-05-01,0.5684553,0
DRV00109,2024-05-01,0.51917726,0
DRV00069,2024-05-01,0.497784,0
DRV00129,2024-05-01,0.39591017,0
DRV00133,2024-05-01,0.3861069,0
DRV00005,2024-05-01,0.38334322,0
DRV00148,2024-05-01,0.36372098,0
DRV00100,2024-05-01,0.36359322,1
DRV00123,2024-05-01,0.36179745,0
DRV00143,2024-05-01,0.35972163,0
DRV00113,2024-05-01,0.33173004,0
DRV00041,2024-05-01,0.27037865,0
DRV00150,2024-05-01,0.2690353,0
DRV00028,2024-05-01,0.26795942,0
DRV00121,2024-05-01,0.26531246,0
DRV00059,2024-05-01,0.26447257,0
DRV00075,2024-05-01,0.26041758,0
DRV00001,2024-05-01,0.2515317,0
DRV00036,2024-05-01,0.251079,0
DRV00108,2024-05-01,0.24648325,0
DRV00032,2024-05-01,0.2303335,0
DRV00060,2024-05-01,0.21656717,0
DRV00095,2024-05-01,0.2068844,0
DRV00104,2024-05-01,0.19785652,0
DRV00058,2024-05-01,0.1912361,1
DRV00098,2024-05-01,0.19118063,0
DRV00070,2024-05-01,0.1900075,0
DRV00026,2024-05-01,0.18716414,0
DRV00051,2024-05-01,0.18551163,0
DRV00125,2024-05-01,0.18357913,0
DRV00029,2024-05-01,0.17103943,0
DRV00088,2024-05-01,0.17092606,1
DRV00130,2024-05-01,0.16272153,0
DRV00128,2024-05-01,0.15758474,0
DRV00062,2024-05-01,0.15380056,0
DRV00089,2024-05-01,0.15189575,1
DRV00063,2024-05-01,0.15071271,0
DRV00114,2024-05-01,0.15052804,0
DRV00082,2024-05-01,0.14907011,0
DRV00024,2024-05-01,0.14589417,0
DRV00065,2024-05-01,0.140698,0
DRV00110,2024-05-01,0.13898028,0
DRV00012,2024-05-01,0.12979825,0
DRV00087,2024-05-01,0.12263579,0
DRV00146,2024-05-01,0.121436946,0
DRV00018,2024-05-01,0.118222676,1
DRV00102,2024-05-01,0.112930484,0
DRV00003,2024-05-01,0.11225351,0
DRV00056,2024-05-01,0.10620376,0
DRV00149,2024-05-01,0.09944833,0
DRV00025,2024-05-01,0.09659031,0
DRV00057,2024-05-01,0.092274114,0
DRV00083,2024-05-01,0.08605253,0
DRV00142,2024-05-01,0.08557554,0
DRV00039,2024-05-01,0.084988534,0
DRV00117,2024-05-01,0.079511784,0
DRV00080,2024-05-01,0.07811636,0
DRV00004,2024-05-01,0.06522941,0
DRV00013,2024-05-01,0.06341851,0
DRV00043,2024-05-01,0.06329242,0
DRV00034,2024-05-01,0.06327025,0
DRV00092,2024-05-01,0.062911496,0
DRV00124,2024-05-01,0.06260887,0
DRV00022,2024-05-01,0.062359575,0
DRV00061,2024-05-01,0.061543446,0
DRV00139,2024-05-01,0.058246132,1
DRV00049,2024-05-01,0.05533425,0
DRV00099,2024-05-01,0.05515622,0
DRV00085,2024-05-01,0.0523033,0
DRV00105,2024-05-01,0.04815687,0
DRV00144,2024-05-01,0.047179174,0
DRV00101,2024-05-01,0.046166983,1
DRV00014,2024-05-01,0.04395711,0
DRV00078,2024-05-01,0.043504454,0
DRV00053,2024-05-01,0.03992671,0
DRV00090,2024-05-01,0.037467163,1
DRV00077,2024-05-01,0.03740024,0
DRV00017,2024-05-01,0.03612172,0
DRV00016,2024-05-01,0.03371016,0
DRV00127,2024-05-01,0.03148986,0
DRV00118,2024-05-01,0.031383872,0
DRV00047,2024-05-01,0.031005295,0
DRV00055,2024-05-01,0.030474298,0
DRV00141,2024-05-01,0.029457126,0
DRV00015,2024-05-01,0.028646387,0
DRV00091,2024-05-01,0.028341662,0
DRV00147,2024-05-01,0.027326357,0
DRV00122,2024-05-01,0.026162865,1
DRV00023,2024-05-01,0.024540376,0
DRV00054,2024-05-01,0.024443362,0
DRV00103,2024-05-01,0.022391198,0
DRV00132,2024-05-01,0.021329818,1
DRV00035,2024-05-01,0.01757727,0
DRV00050,2024-05-01,0.017225996,0
DRV00112,2024-05-01,0.016413175,0
DRV00011,2024-05-01,0.016241217,0
DRV00134,2024-05-01,0.0161609,0
DRV00037,2024-05-01,0.014891912,0
DRV00002,2024-05-01,0.014744081,0
DRV00010,2024-05-01,0.01454097,0
DRV00033,2024-05-01,0.012772576,0
DRV00097,2024-05-01,0.012127445,0
DRV00107,2024-05-01,0.012092352,0
DRV00111,2024-05-01,0.011085989,0
DRV00126,2024-05-01,0.011052332,0
DRV00030,2024-05-01,0.01065971,0
DRV00138,2024-05-01,0.009927078,0
DRV00006,2024-05-01,0.009895545,0
DRV00081,2024-05-01,0.00799481,0
DRV00044,2024-05-01,0.007900625,0
DRV00084,2024-05-01,0.007480195,0
DRV00120,2024-05-01,0.0060070427,0
DRV00045,2024-05-01,0.0046620215,0
DRV00071,2024-05-01,0.0045125657,0
DRV00009,2024-05-01,0.0038504682,0
DRV00019,2024-05-01,0.0035326048,0
DRV00066,2024-05-01,0.003431363,0
DRV00020,2024-05-01,0.0027930164,0
DRV00064,2024-05-01,0.0005723267,0
DRV00079,2024-05-01,0.00051041844,0
