driver_id,y_true,score,n_months
DRV00132,1,0.6053372142894341,6
DRV00119,1,0.5981614150946871,6
DRV00002,1,0.5637642115798381,6
DRV00058,1,0.5620598430450922,6
DRV00038,1,0.5601258458221124,6
DRV00129,1,0.5594321083058943,6
DRV00070,1,0.5580996120199028,6
DRV00051,1,0.5552677918007493,6
DRV00003,1,0.554332447112045,6
DRV00105,1,0.5512110121726165,6
DRV00133,1,0.549832133835987,6
DRV00060,1,0.5497608434282647,6
DRV00018,1,0.5479202275000283,6
DRV00100,1,0.5441461687975736,6
DRV00088,1,0.5441223785312161,6
DRV00094,1,0.5425616002876867,6
DRV00004,1,0.5402390311810131,6
DRV00089,1,0.5391062664183339,6
DRV00139,1,0.5379865754803653,6
DRV00066,1,0.5379694910160447,6
DRV00101,1,0.5370454794219724,6
DRV00090,1,0.5347142032061144,6
DRV00138,1,0.5298873404180605,6
DRV00122,1,0.5293045984622129,6
DRV00036,1,0.5288860739715028,6
DRV00074,1,0.526966809917895,6
DRV00118,1,0.5209852254408692,6
DRV00043,1,0.5167499249541333,6
DRV00012,0,0.5113235773547793,6
DRV00104,0,0.5070140938909186,6
DRV00005,0,0.506648408859956,6
DRV00143,0,0.5065729780013376,6
DRV00056,0,0.5062178326485384,6
DRV00013,0,0.5051295454634254,6
DRV00098,1,0.5036719485846298,6
DRV00099,0,0.5000642325990652,6
DRV00001,0,0.49963848563059354,6
DRV00061,0,0.49863650437835494,6
DRV00082,0,0.49615840183641363,6
DRV00053,0,0.4959661884401976,6
DRV00149,0,0.4949588343279512,6
DRV00147,1,0.49468295149848984,6
DRV00150,0,0.4939095784374607,6
DRV00121,0,0.492397002808212,6
DRV00037,0,0.4911168693650462,6
DRV00010,0,0.4898530736365123,6
DRV00011,0,0.48817806024810206,6
DRV00033,0,0.4862909686664348,6
DRV00144,0,0.4857680923245455,6
DRV00006,0,0.4839716896398127,6
DRV00134,0,0.4833690874686461,6
DRV00065,0,0.48303196342940774,6
DRV00019,0,0.481908607147923,6
DRV00092,0,0.48079900532741976,6
DRV00113,0,0.47884495163066637,6
DRV00050,0,0.47810180117445816,6
DRV00108,0,0.4778229687309858,6
DRV00142,0,0.4775420943008148,6
DRV00054,0,0.47656417581760396,6
DRV00015,0,0.4765196310995754,6
DRV00014,0,0.4765064320878629,6
DRV00029,0,0.47646478017308097,6
DRV00078,0,0.4755748939625572,6
DRV00017,0,0.4755744916254425,6
DRV00039,0,0.4750904586699632,6
DRV00141,1,0.47434971033424084,6
DRV00117,0,0.4739024316266674,6
DRV00145,0,0.47389215129359674,6
DRV00059,0,0.4736760506350604,6
DRV00016,0,0.47244601354175436,6
DRV00009,0,0.4716019834931302,6
DRV00063,0,0.47130256719530256,6
DRV00044,0,0.4706839786867764,6
DRV00084,0,0.47058642217413643,6
DRV00062,0,0.4701565488140849,6
DRV00041,0,0.4698788870179266,6
DRV00075,0,0.4696274157179589,6
DRV00112,0,0.46949636461207417,6
DRV00024,0,0.46938745291235584,6
DRV00087,0,0.46923401138235915,6
DRV00081,0,0.4689611610822045,6
DRV00028,1,0.4685614795713364,6
DRV00032,0,0.46849497671290696,6
DRV00025,0,0.4684618267325132,6
DRV00103,0,0.4684609676025377,6
DRV00026,0,0.4683864753664726,6
DRV00085,0,0.46823841368055547,6
DRV00111,0,0.4681638927254632,6
DRV00047,0,0.4680800205907618,6
DRV00130,0,0.4680191672049638,6
DRV00020,0,0.46787552453764647,6
DRV00126,0,0.467803023173676,6
DRV00114,0,0.4674277104871465,6
DRV00069,0,0.4674094787203636,6
DRV00097,0,0.4669183426483716,6
DRV00095,1,0.4666172249510085,6
DRV00127,1,0.4664802906717808,6
DRV00124,0,0.4660768573061078,6
DRV00045,0,0.46530908683344663,6
DRV00146,0,0.4646374173776519,6
DRV00128,0,0.4645985706061507,6
DRV00023,0,0.46373294350384264,6
DRV00109,0,0.46372545417886285,6
DRV00079,0,0.463420396693443,6
DRV00102,1,0.4629839885185601,6
DRV00030,0,0.46290780867723474,6
DRV00022,0,0.46285136333779403,6
DRV00055,0,0.4623834767627142,6
DRV00064,0,0.46231388379308996,6
DRV00107,0,0.4622734176668395,6
DRV00057,0,0.4618996100912544,6
DRV00148,0,0.46148058152275634,6
DRV00049,0,0.4613239706198439,6
DRV00034,0,0.4610208645644797,6
DRV00123,0,0.46052158980004104,6
DRV00125,0,0.4601680248957721,6
DRV00035,0,0.4600023635212813,6
DRV00083,0,0.4588840384286481,6
DRV00071,0,0.45843429548970865,6
DRV00080,0,0.45815913236045697,6
DRV00077,0,0.4573587493435682,6
DRV00120,0,0.455061483893275,6
DRV00110,0,0.4541714157842525,6
DRV00091,0,0.4409720922075662,6
