driver_id,y_true,score,n_months
DRV00132,1,0.8309317710809705,6
DRV00119,1,0.8095635528484804,6
DRV00129,1,0.6774563851708795,6
DRV00058,1,0.6765199263241176,6
DRV00070,1,0.6747758023972463,6
DRV00088,1,0.6722177978094943,6
DRV00051,1,0.6693063606520382,6
DRV00100,1,0.6686414875971458,6
DRV00038,1,0.6663154599980721,6
DRV00122,1,0.665158372533561,6
DRV00105,1,0.6644518080837535,6
DRV00094,1,0.6627121345432452,6
DRV00066,1,0.6625382890844649,6
DRV00089,1,0.6622391507260867,6
DRV00133,1,0.6607761565685414,6
DRV00060,1,0.6607133186423327,6
DRV00002,1,0.6599443403249783,6
DRV00139,1,0.6593736575786393,6
DRV00003,1,0.6580981212854453,6
DRV00018,1,0.6532032611549282,6
DRV00090,1,0.651770063658657,6
DRV00101,1,0.6489236991950582,6
DRV00138,1,0.6470538644473326,6
DRV00036,1,0.646473879512928,6
DRV00074,1,0.6441759292024121,6
DRV00004,1,0.6436794405311481,6
DRV00118,1,0.6433841486202764,6
DRV00043,1,0.637494999389377,6
DRV00104,0,0.5220931794479957,6
DRV00143,0,0.5168319973976093,6
DRV00098,1,0.5148705046144102,6
DRV00056,0,0.5136188071015215,6
DRV00099,0,0.5109176076791101,6
DRV00082,0,0.5105099111223512,6
DRV00037,0,0.5082460762780738,6
DRV00053,0,0.5046731649594476,6
DRV00061,0,0.5030497825517469,6
DRV00001,0,0.5017969962137485,6
DRV00012,0,0.5009768134396828,6
DRV00149,0,0.500215887823572,6
DRV00005,0,0.49949530489818883,6
DRV00150,0,0.499400529075685,6
DRV00121,0,0.4992456775635926,6
DRV00147,1,0.4969106771265878,6
DRV00013,0,0.49260483174302705,6
DRV00033,0,0.49165182906012594,6
DRV00144,0,0.4903735144369318,6
DRV00108,0,0.4886555800284649,6
DRV00065,0,0.4885500804816449,6
DRV00113,0,0.488103842360611,6
DRV00134,0,0.48724869087610956,6
DRV00039,0,0.48635787712767975,6
DRV00081,0,0.4855916294733891,6
DRV00092,0,0.4843412037817018,6
DRV00127,1,0.4841416887945772,6
DRV00029,0,0.48401181585788167,6
DRV00019,0,0.48386731930517624,6
DRV00142,0,0.48283815700935595,6
DRV00141,1,0.48230595230870094,6
DRV00130,0,0.48153484634139215,6
DRV00017,0,0.48022105546355226,6
DRV00054,0,0.4798305160370623,6
DRV00117,0,0.47934325950593454,6
DRV00044,0,0.47808056526897685,6
DRV00085,0,0.47798005999164006,6
DRV00016,0,0.47797638076559934,6
DRV00109,0,0.47785860619588544,6
DRV00050,0,0.4776764405051524,6
DRV00069,0,0.47758456426560625,6
DRV00078,0,0.47755597385485826,6
DRV00059,0,0.4772152103597835,6
DRV00075,0,0.47713357781118115,6
DRV00112,0,0.4770586070124561,6
DRV00145,0,0.4770486395845863,6
DRV00114,0,0.476700938236447,6
DRV00024,0,0.47666669830589103,6
DRV00084,0,0.4764589675923975,6
DRV00103,0,0.47644665367915373,6
DRV00055,0,0.4763832697877709,6
DRV00087,0,0.4760928310604924,6
DRV00126,0,0.47608826780721414,6
DRV00128,0,0.47589820732149896,6
DRV00010,0,0.47567727874444904,6
DRV00063,0,0.4752512767898115,6
DRV00020,0,0.47509084903301346,6
DRV00028,1,0.47467658338154717,6
DRV00014,0,0.4744711074757712,6
DRV00015,0,0.47412894086503665,6
DRV00011,0,0.4740278664594877,6
DRV00006,0,0.47390738096248775,6
DRV00026,0,0.4733184304332896,6
DRV00097,0,0.4727505424163838,6
DRV00045,0,0.4721814182774585,6
DRV00032,0,0.47200724763241114,6
DRV00111,0,0.4715392505791309,6
DRV00030,0,0.4714864204405246,6
DRV00148,0,0.47068872682732243,6
DRV00062,0,0.4702841647847531,6
DRV00047,0,0.47026129026998426,6
DRV00041,0,0.47005325760488936,6
DRV00095,1,0.4697066318128298,6
DRV00077,0,0.4691203077491085,6
DRV00080,0,0.46837707070847356,6
DRV00064,0,0.4680122900522442,6
DRV00125,0,0.4675126997477883,6
DRV00124,0,0.4670008911610125,6
DRV00146,0,0.466787625536183,6
DRV00035,0,0.46569414632431066,6
DRV00025,0,0.4656805360405075,6
DRV00022,0,0.4647920000528585,6
DRV00107,0,0.4644648679035757,6
DRV00123,0,0.4643987892366719,6
DRV00049,0,0.4635046753295353,6
DRV00023,0,0.46334863675356375,6
DRV00071,0,0.4632231661102451,6
DRV00057,0,0.4625135803920766,6
DRV00102,1,0.4624685216486003,6
DRV00083,0,0.46232200191444084,6
DRV00009,0,0.4604211896284646,6
DRV00120,0,0.45975552791755636,6
DRV00079,0,0.45791077618978443,6
DRV00110,0,0.4557446572628574,6
DRV00034,0,0.45505145091968235,6
DRV00091,0,0.44877301394654207,6
