driver_id,y_true,score,n_months
DRV00002,1,0.9991753972607142,6
DRV00004,1,0.9876603210247148,6
DRV00036,1,0.9857501180515412,6
DRV00043,1,0.9584140273817842,6
DRV00138,1,0.9578233996941552,6
DRV00118,1,0.8914230860210818,6
DRV00088,1,0.3837830526261586,6
DRV00130,0,0.32267593627039215,6
DRV00054,0,0.26525100734003415,6
DRV00097,0,0.24466581911736507,6
DRV00009,0,0.1914498792894261,6
DRV00095,1,0.15042516202353484,6
DRV00038,1,0.15006231668470849,6
DRV00133,1,0.13776460193546103,6
DRV00057,0,0.10953254777218195,6
DRV00075,0,0.10916404605909216,6
DRV00101,1,0.083089516827541,6
DRV00010,0,0.07834285071707053,6
DRV00012,0,0.060484708765133184,6
DRV00080,0,0.05991480357053154,6
DRV00062,0,0.054959354527479506,6
DRV00022,0,0.054831422286119945,6
DRV00041,0,0.05262927269116682,6
DRV00017,0,0.0514659245693342,6
DRV00090,1,0.04852510043744675,6
DRV00094,1,0.04129431946243351,6
DRV00127,1,0.03688795639645503,6
DRV00139,1,0.036666231062928316,6
DRV00143,0,0.0364407432294633,6
DRV00051,1,0.03625801797580734,6
DRV00024,0,0.03499469939109861,6
DRV00114,0,0.034977788636508904,6
DRV00050,0,0.0345883041324469,6
DRV00039,0,0.03288368852584413,6
DRV00015,0,0.029417281228740412,6
DRV00148,0,0.029221047907869953,6
DRV00016,0,0.028692846662101153,6
DRV00014,0,0.02755886067547446,6
DRV00011,0,0.02752997335010187,6
DRV00066,1,0.025636195255675877,6
DRV00119,1,0.024713581616096752,6
DRV00107,0,0.02362318310115552,6
DRV00037,0,0.023445121550307094,6
DRV00079,0,0.022111592165204745,6
DRV00032,0,0.019312577260141038,6
DRV00134,0,0.018613025720148967,6
DRV00034,0,0.01706027500517527,6
DRV00055,0,0.01675118629556109,6
DRV00049,0,0.016674400023800127,6
DRV00056,0,0.01631436659292796,6
DRV00083,0,0.015674481599996334,6
DRV00147,1,0.015486665091183597,6
DRV00102,1,0.014311201727553596,6
DRV00110,0,0.013947240259729994,6
DRV00065,0,0.013487018344371472,6
DRV00025,0,0.01340803280963632,6
DRV00064,0,0.013080763977408674,6
DRV00145,0,0.013050791639321612,6
DRV00018,1,0.01297145050423319,6
DRV00129,1,0.012920204704543824,6
DRV00141,1,0.012478969439385437,6
DRV00035,0,0.011318969730224247,6
DRV00053,0,0.011156317326524742,6
DRV00061,0,0.010452188645421114,6
DRV00099,0,0.010226539060095895,6
DRV00013,0,0.010076690561659765,6
DRV00071,0,0.0096477821926262,6
DRV00111,0,0.009353789694723946,6
DRV00059,0,0.009164824333062024,6
DRV00044,0,0.009058804821307272,6
DRV00003,1,0.008748917039996845,6
DRV00150,0,0.008308026011188418,6
DRV00033,0,0.008164342925424417,6
DRV00092,0,0.008031118551029726,6
DRV00100,1,0.00710508660195965,6
DRV00028,1,0.0070948491838704044,6
DRV00117,0,0.006895369685503017,6
DRV00121,0,0.006763691699339978,6
DRV00069,0,0.006322569241357142,6
DRV00132,1,0.006275943026365061,6
DRV00108,0,0.0061031140984015245,6
DRV00006,0,0.0060510174062818715,6
DRV00060,1,0.006032357891617629,6
DRV00058,1,0.006029084655435793,6
DRV00082,0,0.00601674922389202,6
DRV00070,1,0.0058214574119088034,6
DRV00098,1,0.005751761478758804,6
DRV00126,0,0.005643701760528256,6
DRV00074,1,0.005621876051536319,6
DRV00123,0,0.005578933259763973,6
DRV00005,0,0.005505160822239005,6
DRV00146,0,0.005091322492666991,6
DRV00001,0,0.0047638692646813875,6
DRV00023,0,0.00467602406542339,6
DRV00047,0,0.004456806204297255,6
DRV00112,0,0.004066692269393975,6
DRV00091,0,0.003970298160057014,6
DRV00104,0,0.003942219899620336,6
DRV00124,0,0.003864686934019591,6
DRV00084,0,0.0037454132325085415,6
DRV00149,0,0.003666985989270227,6
DRV00087,0,0.0033772618116897878,6
DRV00020,0,0.003288317942090027,6
DRV00142,0,0.002978394639225319,6
DRV00029,0,0.0029172192106937346,6
DRV00105,1,0.002686186692839868,6
DRV00085,0,0.002474908467756191,6
DRV00078,0,0.002280189190845401,6
DRV00144,0,0.001992654034214924,6
DRV00125,0,0.0019646385541518233,6
DRV00019,0,0.0019252121415264066,6
DRV00122,1,0.001831419067283919,6
DRV00113,0,0.0015590206133250222,6
DRV00089,1,0.0013835583691865915,6
DRV00103,0,0.0012849919092237114,6
DRV00128,0,0.001278812172004923,6
DRV00026,0,0.0011821011100830127,6
DRV00045,0,0.001171148492360887,6
DRV00109,0,0.0011302403861268044,6
DRV00063,0,0.0011119465377828221,6
DRV00077,0,0.0010198708358038504,6
DRV00030,0,0.0008485573623820052,6
DRV00120,0,0.0006862454962944842,6
DRV00081,0,0.0005877410245822457,6
