driver_id,month,y_true,score
DRV00001,2024-04-01,0,0.6279864040393635
DRV00001,2024-05-01,0,0.48601027257233564
DRV00001,2024-06-01,0,0.49861229055236145
DRV00001,2024-07-01,0,0.5767184142228903
DRV00001,2024-08-01,0,0.37181107574078964
DRV00001,2024-09-01,0,0.3778209558324612
DRV00002,2024-04-01,0,0.5716449299392464
DRV00002,2024-05-01,0,0.5463077118325703
DRV00002,2024-06-01,0,0.4971365010653831
DRV00002,2024-07-01,1,0.4768088928403189
DRV00002,2024-08-01,1,0.5081591367632087
DRV00002,2024-09-01,1,0.8220968392584092
DRV00003,2024-04-01,0,0.34852450274964897
DRV00003,2024-05-01,0,0.5217491284711387
DRV00003,2024-06-01,1,0.5128760115813783
DRV00003,2024-07-01,1,0.5164381129671456
DRV00003,2024-08-01,1,0.6962854829277042
DRV00003,2024-09-01,0,0.576106539574657
DRV00004,2024-04-01,0,0.30170242771930134
DRV00004,2024-05-01,0,0.4056433912904827
DRV00004,2024-06-01,0,0.44688123981584066
DRV00004,2024-07-01,1,0.40054924924321567
DRV00004,2024-08-01,1,0.3240376874545715
DRV00004,2024-09-01,1,0.5696585291024373
DRV00005,2024-04-01,0,0.4313494891589548
DRV00005,2024-05-01,0,0.33100733989267883
DRV00005,2024-06-01,0,0.45113896484567534
DRV00005,2024-07-01,0,0.6118065629209145
DRV00005,2024-08-01,0,0.4982841226751638
DRV00005,2024-09-01,0,0.4236739263358311
DRV00006,2024-04-01,0,0.5060168210118746
DRV00006,2024-05-01,0,0.2953542945535148
DRV00006,2024-06-01,0,0.303525232478384
DRV00006,2024-07-01,0,0.42237648241701714
DRV00006,2024-08-01,0,0.44752800651196034
DRV00006,2024-09-01,0,0.33364716568388625
DRV00009,2024-04-01,0,0.2911883686092077
DRV00009,2024-05-01,0,0.38932888503065544
DRV00009,2024-06-01,0,0.22740052232890026
DRV00009,2024-07-01,0,0.2962007430985124
DRV00009,2024-08-01,0,0.32588282393540813
DRV00009,2024-09-01,0,0.3090434909952766
DRV00010,2024-04-01,0,0.29187089901704744
DRV00010,2024-05-01,0,0.2739538186582696
DRV00010,2024-06-01,0,0.31145093634302884
DRV00010,2024-07-01,0,0.3837950520563624
DRV00010,2024-08-01,0,0.4639020368583931
DRV00010,2024-09-01,0,0.6773817814256856
DRV00011,2024-04-01,0,0.4303725415391671
DRV00011,2024-05-01,0,0.2860857674416705
DRV00011,2024-06-01,0,0.4588820964457606
DRV00011,2024-07-01,0,0.44329514674046394
DRV00011,2024-08-01,0,0.46208047178508144
DRV00011,2024-09-01,0,0.3063572283619829
DRV00012,2024-04-01,0,0.42346254238911196
DRV00012,2024-05-01,0,0.505042974546815
DRV00012,2024-06-01,0,0.5460043020737834
DRV00012,2024-07-01,0,0.44465107127627584
DRV00012,2024-08-01,0,0.5294058122606853
DRV00012,2024-09-01,0,0.3791582669184859
DRV00013,2024-04-01,0,0.5673511541900386
DRV00013,2024-05-01,0,0.6817631258608624
DRV00013,2024-06-01,0,0.41525223508582576
DRV00013,2024-07-01,0,0.3790850518412945
DRV00013,2024-08-01,0,0.5260701705127409
DRV00013,2024-09-01,0,0.5761104781135759
DRV00014,2024-04-01,0,0.3214471670549072
DRV00014,2024-05-01,0,0.44879410844057427
DRV00014,2024-06-01,0,0.3198057806441762
DRV00014,2024-07-01,0,0.34700153151081703
DRV00014,2024-08-01,0,0.3184631826107138
DRV00014,2024-09-01,0,0.3478490704719505
DRV00015,2024-04-01,0,0.3579490449986152
DRV00015,2024-05-01,0,0.4174442880384349
DRV00015,2024-06-01,0,0.28998975518843667
DRV00015,2024-07-01,0,0.46240567782076747
DRV00015,2024-08-01,0,0.35063125183190086
DRV00015,2024-09-01,0,0.3582879650096226
DRV00016,2024-04-01,0,0.3196172862143881
DRV00016,2024-05-01,0,0.5456532652563261
DRV00016,2024-06-01,0,0.49282841856592324
DRV00016,2024-07-01,0,0.42572116154429246
DRV00016,2024-08-01,0,0.3769820559846437
DRV00016,2024-09-01,0,0.3721530670831858
DRV00017,2024-04-01,0,0.4434618122589324
DRV00017,2024-05-01,0,0.4675333688364463
DRV00017,2024-06-01,0,0.6334296307141383
DRV00017,2024-07-01,0,0.37897718499308813
DRV00017,2024-08-01,0,0.33082247134772835
DRV00017,2024-09-01,0,0.36267928057443694
DRV00018,2024-04-01,1,0.43507637033589275
DRV00018,2024-05-01,1,0.5453384223822494
DRV00018,2024-06-01,1,0.5850079216674978
DRV00018,2024-07-01,0,0.7039658677211071
DRV00018,2024-08-01,0,0.6605788537056335
DRV00018,2024-09-01,0,0.6158295846192428
DRV00019,2024-04-01,0,0.5367015462993258
DRV00019,2024-05-01,0,0.4068601546918597
DRV00019,2024-06-01,0,0.4135771887711851
DRV00019,2024-07-01,0,0.3220710810143903
DRV00019,2024-08-01,0,0.4205696589427696
