driver_id,y_true,score,n_months
DRV00070,1,0.9749031135047089,6
DRV00119,1,0.9707239836847665,6
DRV00132,1,0.9297942080955645,6
DRV00058,1,0.8930922271489955,6
DRV00088,1,0.8842530590117552,6
DRV00129,1,0.879762956972371,6
DRV00051,1,0.864747143178604,6
DRV00002,1,0.8599239039886846,6
DRV00038,1,0.8495633068258928,6
DRV00060,1,0.8437948519570756,6
DRV00121,0,0.8410991150621402,6
DRV00100,1,0.8385313972270653,6
DRV00133,1,0.8376409776203373,6
DRV00098,1,0.8360473966135239,6
DRV00090,1,0.8337545315708763,6
DRV00139,1,0.8333436769071287,6
DRV00089,1,0.8332911070275606,6
DRV00094,1,0.8217114617502255,6
DRV00056,0,0.821460551236217,6
DRV00018,1,0.8165556369634214,6
DRV00105,1,0.814888214764095,6
DRV00101,1,0.8075670977497633,6
DRV00066,1,0.8061379240205463,6
DRV00036,1,0.8058897725571825,6
DRV00122,1,0.8038421001815043,6
DRV00138,1,0.7990216901022371,6
DRV00143,0,0.7967991070423452,6
DRV00003,1,0.7886606794079237,6
DRV00043,1,0.7870085021456372,6
DRV00099,0,0.7772460692056512,6
DRV00033,0,0.7686555306864937,6
DRV00074,1,0.7369007381435567,6
DRV00118,1,0.731503885873017,6
DRV00004,1,0.7194727950027106,6
DRV00104,0,0.6603958163727569,6
DRV00037,0,0.630281636970743,6
DRV00149,0,0.6082987472909451,6
DRV00082,0,0.6000086361461178,6
DRV00012,0,0.5812014867995412,6
DRV00053,0,0.5558340603312997,6
DRV00061,0,0.5407025791170703,6
DRV00117,0,0.5287313940396681,6
DRV00150,0,0.511420761851257,6
DRV00039,0,0.49926404219186327,6
DRV00108,0,0.489112508879061,6
DRV00013,0,0.4849080086698406,6
DRV00085,0,0.47865145120457214,6
DRV00130,0,0.47844884446158253,6
DRV00016,0,0.4775810344416196,6
DRV00147,1,0.4767137672011572,6
DRV00142,0,0.47615885015097387,6
DRV00097,0,0.46671573259888416,6
DRV00035,0,0.46306796419130786,6
DRV00026,0,0.4582194650951399,6
DRV00134,0,0.45811245360953246,6
DRV00081,0,0.4570769825028095,6
DRV00054,0,0.45519389852150643,6
DRV00114,0,0.4543057571652684,6
DRV00059,0,0.4522797297520236,6
DRV00028,1,0.44985666648745903,6
DRV00024,0,0.4491064085366258,6
DRV00063,0,0.44484668983533704,6
DRV00065,0,0.4442960918524222,6
DRV00078,0,0.4422236056133822,6
DRV00087,0,0.4406337308717181,6
DRV00032,0,0.43932737090809726,6
DRV00075,0,0.4354746401537539,6
DRV00144,0,0.4339661357262979,6
DRV00019,0,0.4328078558766815,6
DRV00050,0,0.4312552386221496,6
DRV00005,0,0.43075153965665175,6
DRV00010,0,0.4304492745426183,6
DRV00029,0,0.4301157656208132,6
DRV00025,0,0.42957158101824905,6
DRV00112,0,0.42927552372913996,6
DRV00127,1,0.4286814789000859,6
DRV00111,0,0.42748752867267975,6
DRV00141,1,0.426625980272769,6
DRV00145,0,0.42604324458198745,6
DRV00113,0,0.42274376649545614,6
DRV00103,0,0.42263725510927397,6
DRV00092,0,0.42138160527824847,6
DRV00045,0,0.4177570987355588,6
DRV00084,0,0.4172628318673761,6
DRV00009,0,0.415014750965051,6
DRV00001,0,0.4142886258343834,6
DRV00083,0,0.414111686702026,6
DRV00030,0,0.4081215857313868,6
DRV00006,0,0.4080766641337468,6
DRV00015,0,0.4075250983909853,6
DRV00120,0,0.405907776659107,6
DRV00123,0,0.3994817060277419,6
DRV00124,0,0.3967980185085117,6
DRV00044,0,0.39605252561386034,6
DRV00077,0,0.3942565624682019,6
DRV00011,0,0.39219695632194074,6
DRV00125,0,0.3918422003421442,6
DRV00049,0,0.390806387717851,6
DRV00080,0,0.3906185794804004,6
DRV00014,0,0.3904725761093824,6
DRV00062,0,0.38446301221641654,6
DRV00095,1,0.38289721356076184,6
DRV00148,0,0.3819233276941938,6
DRV00055,0,0.3810341244724891,6
DRV00017,0,0.38049925514625377,6
DRV00109,0,0.3731071816271563,6
DRV00071,0,0.3718418457474967,6
DRV00034,0,0.37166633545097494,6
DRV00022,0,0.36857047637110874,6
DRV00057,0,0.3658970573367642,6
DRV00102,1,0.3642330074941283,6
DRV00126,0,0.36146282898106125,6
DRV00041,0,0.36008522509297314,6
DRV00020,0,0.35903150668897515,6
DRV00128,0,0.3585021868788243,6
DRV00110,0,0.35617909027290223,6
DRV00091,0,0.35583692701235026,6
DRV00069,0,0.35115856658543637,6
DRV00064,0,0.35097632050661365,6
DRV00107,0,0.34931094028690274,6
DRV00047,0,0.33926260445396794,6
DRV00079,0,0.33325644195740634,6
DRV00146,0,0.3290707224018435,6
DRV00023,0,0.3276037163256,6
