driver_id,as_of_month,prob_3m,y_true_3m
DRV00101,2024-06-01,0.9997093,1
DRV00088,2024-06-01,0.9989483,1
DRV00089,2024-06-01,0.9976036,1
DRV00018,2024-06-01,0.9965443,1
DRV00119,2024-06-01,0.99005646,1
DRV00122,2024-06-01,0.98682624,1
DRV00139,2024-06-01,0.98213905,1
DRV00069,2024-06-01,0.5970752,0
DRV00016,2024-06-01,0.5299742,0
DRV00082,2024-06-01,0.48209682,0
DRV00003,2024-06-01,0.48205724,1
DRV00129,2024-06-01,0.44997105,0
DRV00056,2024-06-01,0.41880003,0
DRV00044,2024-06-01,0.4019329,0
DRV00015,2024-06-01,0.39980173,0
DRV00142,2024-06-01,0.38105837,0
DRV00014,2024-06-01,0.36583576,0
DRV00070,2024-06-01,0.3436054,0
DRV00112,2024-06-01,0.33455595,0
DRV00105,2024-06-01,0.29631624,0
DRV00108,2024-06-01,0.2835991,0
DRV00005,2024-06-01,0.2641977,0
DRV00126,2024-06-01,0.23506409,0
DRV00004,2024-06-01,0.21858627,0
DRV00038,2024-06-01,0.21587342,0
DRV00125,2024-06-01,0.21300909,0
DRV00057,2024-06-01,0.21254043,0
DRV00060,2024-06-01,0.20904726,1
DRV00095,2024-06-01,0.20584118,0
DRV00063,2024-06-01,0.20076601,0
DRV00148,2024-06-01,0.19820595,0
DRV00143,2024-06-01,0.19500975,0
DRV00147,2024-06-01,0.16178235,0
DRV00145,2024-06-01,0.15064141,0
DRV00118,2024-06-01,0.14725007,0
DRV00041,2024-06-01,0.13735686,0
DRV00130,2024-06-01,0.13644944,0
DRV00094,2024-06-01,0.12886903,0
DRV00120,2024-06-01,0.12852627,0
DRV00077,2024-06-01,0.124360114,0
DRV00039,2024-06-01,0.123132914,0
DRV00092,2024-06-01,0.11441734,0
DRV00141,2024-06-01,0.09802547,0
DRV00100,2024-06-01,0.096590996,1
DRV00109,2024-06-01,0.087913096,0
DRV00123,2024-06-01,0.08341908,0
DRV00102,2024-06-01,0.082640044,0
DRV00061,2024-06-01,0.07981323,0
DRV00078,2024-06-01,0.0796512,0
DRV00032,2024-06-01,0.07931582,0
DRV00064,2024-06-01,0.07889977,0
DRV00029,2024-06-01,0.07837794,0
DRV00065,2024-06-01,0.07721853,0
DRV00051,2024-06-01,0.07702254,1
DRV00010,2024-06-01,0.07402156,0
DRV00090,2024-06-01,0.07394696,1
DRV00121,2024-06-01,0.073713005,0
DRV00091,2024-06-01,0.071324326,0
DRV00026,2024-06-01,0.070067026,0
DRV00074,2024-06-01,0.06926359,0
DRV00134,2024-06-01,0.0612292,0
DRV00028,2024-06-01,0.06034328,0
DRV00133,2024-06-01,0.060158618,0
DRV00085,2024-06-01,0.06014467,0
DRV00006,2024-06-01,0.05965727,0
DRV00030,2024-06-01,0.05754049,0
DRV00037,2024-06-01,0.056307435,0
DRV00149,2024-06-01,0.055624235,0
DRV00098,2024-06-01,0.05543351,0
DRV00009,2024-06-01,0.054044336,0
DRV00049,2024-06-01,0.04741924,0
DRV00043,2024-06-01,0.04700025,0
DRV00036,2024-06-01,0.04224435,0
DRV00128,2024-06-01,0.040295117,0
DRV00022,2024-06-01,0.039324936,0
DRV00034,2024-06-01,0.038725864,0
DRV00062,2024-06-01,0.03838564,0
DRV00059,2024-06-01,0.03791338,0
DRV00025,2024-06-01,0.036221445,0
DRV00075,2024-06-01,0.035876077,0
DRV00013,2024-06-01,0.03303263,0
DRV00084,2024-06-01,0.031455934,0
DRV00017,2024-06-01,0.031069214,0
DRV00104,2024-06-01,0.027933605,0
DRV00071,2024-06-01,0.026812386,0
DRV00055,2024-06-01,0.026093103,0
DRV00020,2024-06-01,0.025975773,0
DRV00111,2024-06-01,0.023952598,0
DRV00035,2024-06-01,0.022359574,0
DRV00138,2024-06-01,0.021956556,0
DRV00146,2024-06-01,0.02134313,0
DRV00099,2024-06-01,0.021340687,0
DRV00002,2024-06-01,0.020752555,0
DRV00150,2024-06-01,0.02006976,0
DRV00079,2024-06-01,0.020040436,0
DRV00083,2024-06-01,0.01882688,0
DRV00103,2024-06-01,0.018782822,0
DRV00087,2024-06-01,0.01871093,0
DRV00113,2024-06-01,0.018638536,0
DRV00058,2024-06-01,0.01837378,1
DRV00097,2024-06-01,0.018356401,0
DRV00117,2024-06-01,0.01791904,0
DRV00001,2024-06-01,0.01660012,0
DRV00107,2024-06-01,0.014997769,0
DRV00053,2024-06-01,0.014501842,0
DRV00127,2024-06-01,0.013809241,0
DRV00080,2024-06-01,0.013094968,0
DRV00011,2024-06-01,0.012383108,0
DRV00012,2024-06-01,0.011598997,0
DRV00019,2024-06-01,0.010098815,0
DRV00033,2024-06-01,0.009194792,0
DRV00124,2024-06-01,0.0073042507,0
DRV00066,2024-06-01,0.0071884873,1
DRV00144,2024-06-01,0.0069755875,0
DRV00024,2024-06-01,0.0067751845,0
DRV00110,2024-06-01,0.0063672713,0
DRV00023,2024-06-01,0.0056733256,0
DRV00047,2024-06-01,0.0050294613,0
DRV00081,2024-06-01,0.0049453946,0
DRV00114,2024-06-01,0.0042377682,0
DRV00045,2024-06-01,0.0026990215,0
DRV00054,2024-06-01,0.0026573578,0
DRV00050,2024-06-01,0.0022413107,0
DRV00132,2024-06-01,0.0022005024,1
