driver_id,y_true,score,n_months
DRV00129,1,0.49433775746255143,6
DRV00038,1,0.4011009415895936,6
DRV00119,1,0.3643643595160022,6
DRV00132,1,0.35242409740183683,6
DRV00004,1,0.3142487541558912,6
DRV00060,1,0.3024490954831467,6
DRV00118,1,0.256991206231943,6
DRV00058,1,0.2510621857445184,6
DRV00070,1,0.24355706643473876,6
DRV00105,1,0.24269203690472982,6
DRV00094,1,0.23699759678391796,6
DRV00088,1,0.2356809603460832,6
DRV00133,1,0.2279137068123761,6
DRV00062,0,0.226871925770729,6
DRV00051,1,0.2240640710872086,6
DRV00101,1,0.22202569977621592,6
DRV00002,1,0.21764295905165887,6
DRV00100,1,0.2129382042119072,6
DRV00015,0,0.21242042936736963,6
DRV00089,1,0.21152107351711716,6
DRV00018,1,0.2072626288703954,6
DRV00139,1,0.2056763747028508,6
DRV00138,1,0.20539602457229403,6
DRV00003,1,0.20126756549398997,6
DRV00036,1,0.19804535177622828,6
DRV00043,1,0.19705032799524483,6
DRV00090,1,0.19421267777078552,6
DRV00074,1,0.1891390979066854,6
DRV00082,0,0.1781520490616604,6
DRV00108,0,0.17239418900577275,6
DRV00066,1,0.16958080664506167,6
DRV00069,0,0.16764148072234664,6
DRV00122,1,0.16314613534665312,6
DRV00064,0,0.15971712552040335,6
DRV00148,0,0.15768057952495387,6
DRV00103,0,0.15092671033937546,6
DRV00109,0,0.14748258731561348,6
DRV00145,0,0.1411095616033529,6
DRV00075,0,0.12488452585184491,6
DRV00113,0,0.1235120160698852,6
DRV00112,0,0.11991297301602614,6
DRV00016,0,0.11788902368538544,6
DRV00012,0,0.11637010162836758,6
DRV00028,1,0.10944168427961763,6
DRV00143,0,0.10529174110064583,6
DRV00032,0,0.0996865633951214,6
DRV00056,0,0.09850866139018648,6
DRV00039,0,0.09828423772712035,6
DRV00104,0,0.09625380695819928,6
DRV00063,0,0.09561671902499193,6
DRV00084,0,0.09509690136863669,6
DRV00005,0,0.09419284040356156,6
DRV00095,1,0.09374589376159996,6
DRV00026,0,0.09084897348166743,6
DRV00053,0,0.08886245417833645,6
DRV00080,0,0.0878681173323015,6
DRV00059,0,0.08709531071613195,6
DRV00130,0,0.08655938696634154,6
DRV00041,0,0.08649183191348264,6
DRV00121,0,0.08500947956601605,6
DRV00110,0,0.08322489627194635,6
DRV00014,0,0.0777242798395323,6
DRV00098,1,0.07500772494304712,6
DRV00127,1,0.07477184064762042,6
DRV00077,0,0.0711304831875914,6
DRV00124,0,0.06999321385601227,6
DRV00057,0,0.06659979996656781,6
DRV00078,0,0.06312611880422168,6
DRV00029,0,0.06210641851829644,6
DRV00097,0,0.05970415596456662,6
DRV00013,0,0.059577555360258966,6
DRV00126,0,0.05919574411909024,6
DRV00083,0,0.058894413128426755,6
DRV00142,0,0.056224847277477334,6
DRV00022,0,0.054549794161258845,6
DRV00125,0,0.054468052417940484,6
DRV00035,0,0.052825985401627834,6
DRV00061,0,0.05255584846159913,6
DRV00149,0,0.05250236136897086,6
DRV00099,0,0.05119507973339212,6
DRV00037,0,0.0506895043404779,6
DRV00055,0,0.050385629460991364,6
DRV00047,0,0.04880582631586355,6
DRV00049,0,0.04868116330232208,6
DRV00087,0,0.04757230055945513,6
DRV00150,0,0.047282376293811525,6
DRV00023,0,0.04626339546406729,6
DRV00141,1,0.046250036805329325,6
DRV00114,0,0.04329253329679753,6
DRV00001,0,0.042778014736505415,6
DRV00065,0,0.042050223950790444,6
DRV00030,0,0.041204213880661596,6
DRV00024,0,0.041193762646639036,6
DRV00025,0,0.04076566563400355,6
DRV00044,0,0.039754446576191343,6
DRV00147,1,0.03850508425985399,6
DRV00050,0,0.03723619353749085,6
DRV00034,0,0.035567215772582914,6
DRV00102,1,0.03487510514256912,6
DRV00017,0,0.034815956202495536,6
DRV00123,0,0.034691818962420726,6
DRV00117,0,0.03081538735315303,6
DRV00010,0,0.030617253973990368,6
DRV00071,0,0.030347691513186278,6
DRV00092,0,0.029805395439456425,6
DRV00033,0,0.02947427851791311,6
DRV00128,0,0.02834995693423213,6
DRV00009,0,0.02271450134038354,6
DRV00144,0,0.022180582941850078,6
DRV00111,0,0.021819987935087177,6
DRV00054,0,0.018840935016655912,6
DRV00091,0,0.018702907146501652,6
DRV00146,0,0.01855041064868904,6
DRV00085,0,0.016381765671434432,6
DRV00120,0,0.016277894890379552,6
DRV00020,0,0.015574335288216591,6
DRV00011,0,0.015294494834722139,6
DRV00079,0,0.013362165110660863,6
DRV00045,0,0.012896369524232449,6
DRV00006,0,0.012249795528004604,6
DRV00019,0,0.012242355253250297,6
DRV00134,0,0.012102321214635678,6
DRV00081,0,0.011702910584600166,6
DRV00107,0,0.011068541683994506,6
