driver_id,y_true,score,n_months
DRV00036,1,0.9941427317136671,6
DRV00004,1,0.9935164815078736,6
DRV00002,1,0.992726687310871,6
DRV00118,1,0.9925905710344227,6
DRV00043,1,0.9921439893499147,6
DRV00138,1,0.9893494402712513,6
DRV00053,0,0.6926202719771374,6
DRV00015,0,0.6234888010190991,6
DRV00108,0,0.6115557428887058,6
DRV00082,0,0.5764998110644598,6
DRV00058,1,0.5464879089314455,6
DRV00024,0,0.5122231740661216,6
DRV00114,0,0.5116651188607603,6
DRV00062,0,0.5034211584949181,6
DRV00094,1,0.48040182544416116,6
DRV00038,1,0.4796622415525528,6
DRV00013,0,0.47525040007513286,6
DRV00070,1,0.4726335825747084,6
DRV00056,0,0.4709480954144071,6
DRV00075,0,0.4686541671562517,6
DRV00130,0,0.4685664170524015,6
DRV00017,0,0.46523659772135856,6
DRV00061,0,0.4559845246416289,6
DRV00088,1,0.4555697144897916,6
DRV00016,0,0.44978174667822446,6
DRV00051,1,0.44961670085930605,6
DRV00133,1,0.4478455593443354,6
DRV00150,0,0.44106376470164327,6
DRV00014,0,0.43057086958082824,6
DRV00039,0,0.43041246952917306,6
DRV00050,0,0.42682123790808313,6
DRV00059,0,0.4229958582657896,6
DRV00028,1,0.42184635517791147,6
DRV00012,0,0.41237187959351573,6
DRV00084,0,0.4119831778470693,6
DRV00041,0,0.4115266936273349,6
DRV00147,1,0.40101451396282045,6
DRV00104,0,0.40036236482240706,6
DRV00149,0,0.39942194813537324,6
DRV00023,0,0.39896501525158595,6
DRV00047,0,0.39567745066694604,6
DRV00078,0,0.39324365594883187,6
DRV00080,0,0.3874363654311581,6
DRV00074,1,0.38332475677183625,6
DRV00121,0,0.38246730734130674,6
DRV00044,0,0.3746897163792245,6
DRV00011,0,0.36867617321302937,6
DRV00099,0,0.36823030605517426,6
DRV00142,0,0.36595471596663576,6
DRV00126,0,0.35684038880715896,6
DRV00032,0,0.35507082473782087,6
DRV00077,0,0.351401720429665,6
DRV00045,0,0.351253672555912,6
DRV00132,1,0.3499695767587692,6
DRV00119,1,0.34853084104225046,6
DRV00060,1,0.33404421950711033,6
DRV00102,1,0.33355394623896545,6
DRV00101,1,0.3273029132849974,6
DRV00090,1,0.32654622897278557,6
DRV00117,0,0.31175318549694,6
DRV00069,0,0.30821596309486105,6
DRV00124,0,0.30358430919315477,6
DRV00089,1,0.2988225511924248,6
DRV00057,0,0.29731660761140627,6
DRV00097,0,0.29670603969650156,6
DRV00066,1,0.29668235954715055,6
DRV00095,1,0.2892886322464254,6
DRV00025,0,0.2858501324375672,6
DRV00143,0,0.2829496605198154,6
DRV00109,0,0.28021806027550133,6
DRV00079,0,0.27158980679683214,6
DRV00049,0,0.263945491145532,6
DRV00110,0,0.2580059450734413,6
DRV00122,1,0.25277518563193574,6
DRV00064,0,0.2397503373147195,6
DRV00033,0,0.2377249337406421,6
DRV00111,0,0.23702819892274227,6
DRV00100,1,0.22648932688814888,6
DRV00006,0,0.22214497916577003,6
DRV00020,0,0.2185351400009131,6
DRV00037,0,0.21748990062253198,6
DRV00085,0,0.21552662053943075,6
DRV00103,0,0.21496943376041905,6
DRV00125,0,0.21354396726212244,6
DRV00107,0,0.2130638408316169,6
DRV00128,0,0.21268349767270536,6
DRV00030,0,0.21239478549715896,6
DRV00019,0,0.2122986635367865,6
DRV00071,0,0.21163848323902415,6
DRV00134,0,0.20920175175286745,6
DRV00145,0,0.2067799516154908,6
DRV00063,0,0.20618401029263425,6
DRV00029,0,0.20468194723435004,6
DRV00035,0,0.20352577813178485,6
DRV00112,0,0.1998928593146699,6
DRV00092,0,0.1889664799713768,6
DRV00123,0,0.18536444087744824,6
DRV00055,0,0.18462746422765708,6
DRV00026,0,0.18194265903233436,6
DRV00144,0,0.18039894759241915,6
DRV00105,1,0.17372848783841147,6
DRV00009,0,0.17144211022987715,6
DRV00010,0,0.1689948655620786,6
DRV00054,0,0.1607165629810985,6
DRV00018,1,0.15966977991623352,6
DRV00129,1,0.15871633668979854,6
DRV00141,1,0.1474663135600237,6
DRV00098,1,0.14163435968478785,6
DRV00065,0,0.13925056370895667,6
DRV00148,0,0.13873548195389332,6
DRV00139,1,0.1368446882359224,6
DRV00087,0,0.13268813419219774,6
DRV00034,0,0.12977755171155533,6
DRV00120,0,0.11780319523332623,6
DRV00083,0,0.10315979022472496,6
DRV00081,0,0.09902575191954706,6
DRV00127,1,0.09901749367474093,6
DRV00022,0,0.08825974383553387,6
DRV00113,0,0.08816429589825958,6
DRV00146,0,0.08809742068488893,6
DRV00001,0,0.0851230259230715,6
DRV00003,1,0.07124759727141952,6
DRV00005,0,0.056645510972690674,6
DRV00091,0,0.025213019708502447,6
