driver_id,as_of_month,prob_3m,y_true_3m
DRV00036,2024-09-01,0.9941427317136672,1
DRV00004,2024-09-01,0.9935164815078736,1
DRV00002,2024-09-01,0.992726687310871,1
DRV00118,2024-09-01,0.9925905710344228,1
DRV00043,2024-09-01,0.9921439893499148,1
DRV00138,2024-09-01,0.9893494402712512,1
DRV00053,2024-09-01,0.6926202719771374,0
DRV00015,2024-09-01,0.6234888010190991,0
DRV00108,2024-09-01,0.6115557428887058,0
DRV00082,2024-09-01,0.5764998110644598,0
DRV00058,2024-09-01,0.5464879089314455,0
DRV00024,2024-09-01,0.5122231740661216,0
DRV00114,2024-09-01,0.5116651188607603,0
DRV00062,2024-09-01,0.5034211584949181,0
DRV00094,2024-09-01,0.4804018254441611,0
DRV00038,2024-09-01,0.4796622415525528,0
DRV00013,2024-09-01,0.4752504000751328,0
DRV00070,2024-09-01,0.4726335825747084,0
DRV00056,2024-09-01,0.4709480954144071,0
DRV00075,2024-09-01,0.4686541671562517,0
DRV00130,2024-09-01,0.4685664170524015,0
DRV00017,2024-09-01,0.4652365977213585,0
DRV00061,2024-09-01,0.4559845246416289,0
DRV00088,2024-09-01,0.4555697144897916,0
DRV00016,2024-09-01,0.4497817466782244,0
DRV00051,2024-09-01,0.449616700859306,0
DRV00133,2024-09-01,0.4478455593443354,0
DRV00150,2024-09-01,0.4410637647016432,0
DRV00014,2024-09-01,0.4305708695808282,0
DRV00039,2024-09-01,0.430412469529173,0
DRV00050,2024-09-01,0.4268212379080831,0
DRV00059,2024-09-01,0.4229958582657896,0
DRV00028,2024-09-01,0.4218463551779114,1
DRV00012,2024-09-01,0.4123718795935157,0
DRV00084,2024-09-01,0.4119831778470693,0
DRV00041,2024-09-01,0.4115266936273349,0
DRV00147,2024-09-01,0.4010145139628204,1
DRV00104,2024-09-01,0.400362364822407,0
DRV00149,2024-09-01,0.3994219481353732,0
DRV00023,2024-09-01,0.3989650152515859,0
DRV00047,2024-09-01,0.395677450666946,0
DRV00078,2024-09-01,0.3932436559488318,0
DRV00080,2024-09-01,0.3874363654311581,0
DRV00074,2024-09-01,0.3833247567718362,0
DRV00121,2024-09-01,0.3824673073413067,0
DRV00044,2024-09-01,0.3746897163792245,0
DRV00011,2024-09-01,0.3686761732130293,0
DRV00099,2024-09-01,0.3682303060551742,0
DRV00142,2024-09-01,0.3659547159666357,0
DRV00126,2024-09-01,0.3568403888071589,0
DRV00032,2024-09-01,0.3550708247378208,0
DRV00077,2024-09-01,0.351401720429665,0
DRV00045,2024-09-01,0.351253672555912,0
