driver_id,month,y_true,score
DRV00001,2024-04-01,0,0.3886794229164793
DRV00001,2024-05-01,0,0.3471145863380042
DRV00001,2024-06-01,0,0.24031765745664113
DRV00001,2024-07-01,0,0.5040214141985037
DRV00001,2024-08-01,0,0.15848794098708027
DRV00001,2024-09-01,0,0.4575800962320003
DRV00002,2024-04-01,0,0.1974462146459349
DRV00002,2024-05-01,0,0.5125874816364304
DRV00002,2024-06-01,0,0.6684753625595171
DRV00002,2024-07-01,1,0.3128982566766269
DRV00002,2024-08-01,1,0.546486454384475
DRV00002,2024-09-01,1,0.9950316801939644
DRV00003,2024-04-01,0,0.23166673300288637
DRV00003,2024-05-01,0,0.1561273164581866
DRV00003,2024-06-01,1,0.6032581279502589
DRV00003,2024-07-01,1,0.14638507413626406
DRV00003,2024-08-01,1,0.9955571220618673
DRV00003,2024-09-01,0,0.08319551207947855
DRV00004,2024-04-01,0,0.09259895151222776
DRV00004,2024-05-01,0,0.14191257442418578
DRV00004,2024-06-01,0,0.14267600400072405
DRV00004,2024-07-01,1,0.23647448025160742
DRV00004,2024-08-01,1,0.13999729865250762
DRV00004,2024-09-01,1,0.9930251503467484
DRV00005,2024-04-01,0,0.24908640878294425
DRV00005,2024-05-01,0,0.39253051729285826
DRV00005,2024-06-01,0,0.4025506776080363
DRV00005,2024-07-01,0,0.048362401179753246
DRV00005,2024-08-01,0,0.2744684432965923
DRV00005,2024-09-01,0,0.14952534655444855
DRV00006,2024-04-01,0,0.3680160266321481
DRV00006,2024-05-01,0,0.2339815587296064
DRV00006,2024-06-01,0,0.11420474399453823
DRV00006,2024-07-01,0,0.07916269633822143
DRV00006,2024-08-01,0,0.15480750974803598
DRV00006,2024-09-01,0,0.1791371937994038
DRV00009,2024-04-01,0,0.13881956179828253
DRV00009,2024-05-01,0,0.043376021538095895
DRV00009,2024-06-01,0,0.0277324301608019
DRV00009,2024-07-01,0,0.153009637257913
DRV00009,2024-08-01,0,0.17764137167849223
DRV00009,2024-09-01,0,0.23259786368820629
DRV00010,2024-04-01,0,0.3171960985767929
DRV00010,2024-05-01,0,0.08140445588200158
DRV00010,2024-06-01,0,0.24276122438540623
DRV00010,2024-07-01,0,0.28832521480510426
DRV00010,2024-08-01,0,0.5921692326513167
DRV00010,2024-09-01,0,0.31558958565994466
DRV00011,2024-04-01,0,0.6759668199215827
DRV00011,2024-05-01,0,0.2469381585643886
DRV00011,2024-06-01,0,0.12330685807761356
DRV00011,2024-07-01,0,0.13406223809969853
DRV00011,2024-08-01,0,0.5964605414920789
DRV00011,2024-09-01,0,0.3352922056410367
DRV00012,2024-04-01,0,0.19851134006923518
DRV00012,2024-05-01,0,0.2960718232735928
DRV00012,2024-06-01,0,0.21335980426212828
DRV00012,2024-07-01,0,0.09995410788686673
DRV00012,2024-08-01,0,0.14686098395412314
DRV00012,2024-09-01,0,0.3009570593134902
DRV00013,2024-04-01,0,0.1297240147085092
DRV00013,2024-05-01,0,0.28528960104754425
DRV00013,2024-06-01,0,0.07233274108516917
DRV00013,2024-07-01,0,0.3559998194316246
DRV00013,2024-08-01,0,0.38355888784593245
DRV00013,2024-09-01,0,0.48243998718839515
DRV00014,2024-04-01,0,0.12967784650438882
DRV00014,2024-05-01,0,0.15967015304196303
DRV00014,2024-06-01,0,0.07980080066315035
DRV00014,2024-07-01,0,0.08470024803790467
DRV00014,2024-08-01,0,0.11745464777647448
