driver_id,y_true,score,n_months
DRV00132,1,0.7350128909229877,6
DRV00119,1,0.6413611774537312,6
DRV00070,1,0.5704530951358663,6
DRV00058,1,0.5262306968246584,6
DRV00038,1,0.5093786458237811,6
DRV00051,1,0.5088112991784896,6
DRV00060,1,0.50550713630491,6
DRV00129,1,0.5050079196925331,6
DRV00133,1,0.49837579369381474,6
DRV00100,1,0.4975538486168862,6
DRV00139,1,0.48617757478068735,6
DRV00088,1,0.4774698802223565,6
DRV00105,1,0.4689599248804341,6
DRV00094,1,0.4609395343079247,6
DRV00018,1,0.4580691390813398,6
DRV00089,1,0.45107890897259034,6
DRV00101,1,0.4500037552588943,6
DRV00090,1,0.4498869784770263,6
DRV00074,1,0.44879376278716715,6
DRV00003,1,0.4271896354010569,6
DRV00122,1,0.42492171295456793,6
DRV00098,1,0.3997655518987646,6
DRV00033,0,0.384559055982665,6
DRV00066,1,0.38075537780735624,6
DRV00099,0,0.37812846101696745,6
DRV00004,1,0.3711012601171005,6
DRV00002,1,0.36813157866575513,6
DRV00143,0,0.35616660944745426,6
DRV00056,0,0.348696471085477,6
DRV00121,0,0.3454389277904439,6
DRV00012,0,0.3418143152771662,6
DRV00010,0,0.32875932693886284,6
DRV00118,1,0.3126323777702904,6
DRV00036,1,0.3125395145326022,6
DRV00138,1,0.309028905326777,6
DRV00082,0,0.3048431277526637,6
DRV00043,1,0.2999199658262845,6
DRV00104,0,0.29851532155693766,6
DRV00006,0,0.29849900830400494,6
DRV00037,0,0.2944071317018431,6
DRV00005,0,0.2834780307899994,6
DRV00113,0,0.2826009981934312,6
DRV00149,0,0.27593257050875925,6
DRV00150,0,0.2752538466880153,6
DRV00097,0,0.2745936263846463,6
DRV00053,0,0.27326384068896975,6
DRV00016,0,0.2704257091132311,6
DRV00078,0,0.26439736422311877,6
DRV00061,0,0.25841850273858846,6
DRV00147,1,0.2583500155768639,6
DRV00032,0,0.2538864140868237,6
DRV00141,1,0.25151870375258856,6
DRV00011,0,0.2503943987966566,6
DRV00013,0,0.24905402469254145,6
DRV00148,0,0.24719265136355276,6
DRV00134,0,0.24071582440980133,6
DRV00117,0,0.24063049427635527,6
DRV00028,1,0.23999563042126285,6
DRV00049,0,0.23907127974746878,6
DRV00108,0,0.23860176277655817,6
DRV00091,0,0.2385811217961443,6
DRV00017,0,0.23791941097588912,6
DRV00041,0,0.23619959521031234,6
DRV00084,0,0.23536776021834893,6
DRV00014,0,0.23293442984012927,6
DRV00009,0,0.23163882913361036,6
DRV00026,0,0.22871410365841913,6
DRV00024,0,0.2268450122334813,6
DRV00075,0,0.22629254595852386,6
DRV00112,0,0.22510899253003305,6
DRV00144,0,0.2246620511323716,6
DRV00015,0,0.22453685707032342,6
DRV00001,0,0.22404199800495317,6
DRV00130,0,0.2239455783001262,6
DRV00022,0,0.22268457944679157,6
DRV00080,0,0.22224143576067723,6
DRV00092,0,0.2221739763546011,6
DRV00035,0,0.22167795510585928,6
DRV00083,0,0.21876997566946987,6
DRV00059,0,0.21589372989919572,6
DRV00095,1,0.21084846731955612,6
DRV00114,0,0.2107584726029451,6
DRV00063,0,0.21048188474300686,6
DRV00050,0,0.2104770900213987,6
DRV00039,0,0.21040279331116,6
DRV00062,0,0.20468254721617493,6
DRV00123,0,0.20390236414819518,6
DRV00020,0,0.20017255417325697,6
DRV00047,0,0.1995100197431555,6
DRV00065,0,0.19839681656913097,6
DRV00054,0,0.19809126104522634,6
DRV00019,0,0.19766657048451386,6
DRV00146,0,0.19624539235448588,6
DRV00064,0,0.19607494664870215,6
DRV00045,0,0.19517557724989842,6
DRV00087,0,0.19414578612284192,6
DRV00044,0,0.1906286958587322,6
DRV00085,0,0.19054139175697352,6
DRV00111,0,0.19035567123162375,6
DRV00025,0,0.18925043605381142,6
DRV00030,0,0.18915828111012392,6
DRV00103,0,0.18639236839640316,6
DRV00077,0,0.18568043931831915,6
DRV00110,0,0.1834878096487452,6
DRV00029,0,0.18271153911252225,6
DRV00145,0,0.18256851465675564,6
DRV00120,0,0.18124168357794893,6
DRV00034,0,0.18087918523823796,6
DRV00081,0,0.17987215457062875,6
DRV00125,0,0.17532740246737286,6
DRV00142,0,0.1684982450669026,6
DRV00109,0,0.1667849444577082,6
DRV00124,0,0.1665623721718286,6
DRV00057,0,0.16654617423148368,6
DRV00069,0,0.16522134692179327,6
DRV00127,1,0.16358101671267336,6
DRV00102,1,0.16038691791205756,6
DRV00107,0,0.1594239843436309,6
DRV00023,0,0.15591935576265803,6
DRV00055,0,0.1557424598414798,6
DRV00071,0,0.1547350320097665,6
DRV00126,0,0.15327976833303963,6
DRV00079,0,0.15046873757846405,6
DRV00128,0,0.1467693452440897,6
