driver_id,y_true,score,n_months
DRV00101,1,0.999823426703601,6
DRV00058,1,0.9995398677260651,6
DRV00070,1,0.999534220715865,6
DRV00066,1,0.999527135122005,6
DRV00002,1,0.9995019141308085,6
DRV00036,1,0.9993961449499296,6
DRV00051,1,0.9993662791378811,6
DRV00094,1,0.9993051968998646,6
DRV00089,1,0.9989588098174467,6
DRV00119,1,0.998935379877408,6
DRV00118,1,0.9984371904578447,6
DRV00018,1,0.9984183559047131,6
DRV00038,1,0.9982347774780042,6
DRV00100,1,0.997269692497279,6
DRV00129,1,0.9968577783701684,6
DRV00043,1,0.9948180805026963,6
DRV00088,1,0.9938091954869263,6
DRV00132,1,0.9919222152855893,6
DRV00138,1,0.991840559626048,6
DRV00105,1,0.9908254240887121,6
DRV00004,1,0.990496170748045,6
DRV00060,1,0.9898574978763482,6
DRV00074,1,0.9895803140570579,6
DRV00003,1,0.980264891097263,6
DRV00133,1,0.968861136966144,6
DRV00090,1,0.9537523490607805,6
DRV00122,1,0.912357599468637,6
DRV00139,1,0.8555109713194348,6
DRV00062,0,0.6899580736409091,6
DRV00064,0,0.6749089152614499,6
DRV00103,0,0.6723495755589665,6
DRV00112,0,0.5835595877173676,6
DRV00108,0,0.5242109016122207,6
DRV00082,0,0.5206259444105013,6
DRV00015,0,0.5198602438720081,6
DRV00069,0,0.4410253261930159,6
DRV00084,0,0.43347176586137004,6
DRV00113,0,0.40973221372935686,6
DRV00016,0,0.39975517537174554,6
DRV00028,1,0.39382838883813326,6
DRV00056,0,0.3850862371496605,6
DRV00075,0,0.3841709467078046,6
DRV00104,0,0.3831878648060501,6
DRV00127,1,0.377986498437331,6
DRV00026,0,0.3778748724261268,6
DRV00130,0,0.3670010094386027,6
DRV00080,0,0.3577143040271783,6
DRV00148,0,0.33474310047879247,6
DRV00014,0,0.3234152916890494,6
DRV00005,0,0.31059138910989365,6
DRV00145,0,0.30691223639069626,6
DRV00012,0,0.2899560175967012,6
DRV00109,0,0.28875191129302685,6
DRV00032,0,0.27740631949691824,6
DRV00097,0,0.27215839585073925,6
DRV00083,0,0.2487158619480834,6
DRV00063,0,0.24636536636596265,6
DRV00110,0,0.22981944394031248,6
DRV00077,0,0.22574591852013481,6
DRV00143,0,0.21680389215969545,6
DRV00124,0,0.21394428718754732,6
DRV00095,1,0.20895691989654822,6
DRV00013,0,0.20711579163842128,6
DRV00041,0,0.20293914480614775,6
DRV00053,0,0.19637866162074058,6
DRV00078,0,0.19344334981232975,6
DRV00059,0,0.1820948619409266,6
DRV00044,0,0.17964655699613272,6
DRV00037,0,0.17898431856855973,6
DRV00125,0,0.17588131005324106,6
DRV00087,0,0.1722827904476041,6
DRV00141,1,0.16944466320782386,6
DRV00126,0,0.1688618513117586,6
DRV00114,0,0.1687519827479737,6
DRV00023,0,0.16442266128245922,6
DRV00049,0,0.1594819726559958,6
DRV00035,0,0.15492138893792434,6
DRV00029,0,0.14785866819939225,6
DRV00123,0,0.14696495594843204,6
DRV00022,0,0.13770500040388126,6
DRV00057,0,0.1343312292352104,6
DRV00121,0,0.13315772226011924,6
DRV00039,0,0.1320449784895717,6
DRV00098,1,0.13133656224856136,6
DRV00055,0,0.13056848487398454,6
DRV00142,0,0.12523406697492548,6
DRV00099,0,0.12346071380082468,6
DRV00001,0,0.12203478396270698,6
DRV00034,0,0.11784000618535755,6
DRV00092,0,0.11651243217124133,6
DRV00149,0,0.11523384773426863,6
DRV00047,0,0.11434065706216583,6
DRV00150,0,0.1141759591362779,6
DRV00030,0,0.10592953653082335,6
DRV00147,1,0.10487077015312621,6
DRV00024,0,0.09743486157968258,6
DRV00025,0,0.0958536565361178,6
DRV00071,0,0.0922265424261151,6
DRV00102,1,0.09049457760838493,6
DRV00065,0,0.08964239163707943,6
DRV00050,0,0.084530202971875,6
DRV00117,0,0.08398931598026997,6
DRV00061,0,0.08195199091886032,6
DRV00144,0,0.08074571626423338,6
DRV00010,0,0.07829036452298124,6
DRV00017,0,0.07811862368645361,6
DRV00128,0,0.07769018659199307,6
DRV00033,0,0.07016625050986425,6
DRV00009,0,0.06303350899997119,6
DRV00045,0,0.05741927923048782,6
DRV00111,0,0.05437232561591625,6
DRV00091,0,0.04741545744439595,6
DRV00054,0,0.044512874217188005,6
DRV00146,0,0.04440725986085311,6
DRV00011,0,0.04380610756391935,6
DRV00020,0,0.036623869945079796,6
DRV00085,0,0.033964338162194324,6
DRV00107,0,0.03211166899256756,6
DRV00081,0,0.030831369713524,6
DRV00006,0,0.029720301062034077,6
DRV00019,0,0.02879084879706659,6
DRV00120,0,0.02628076888282546,6
DRV00134,0,0.0250316728901637,6
DRV00079,0,0.021725112654477956,6
