driver_id,y_true,score,n_months
DRV00132,1,0.8460895565671347,6
DRV00119,1,0.844066948269917,6
DRV00070,1,0.814871361666326,6
DRV00038,1,0.7850014345853522,6
DRV00066,1,0.765602411476128,6
DRV00094,1,0.7530783476734769,6
DRV00100,1,0.7482956683454014,6
DRV00088,1,0.7470424680999699,6
DRV00139,1,0.7407391827297686,6
DRV00101,1,0.7398343591484894,6
DRV00133,1,0.7361551900714043,6
DRV00129,1,0.7341246683443337,6
DRV00003,1,0.7311364426884328,6
DRV00089,1,0.7308211750159259,6
DRV00058,1,0.7238977738682046,6
DRV00018,1,0.7201697755205074,6
DRV00060,1,0.7200280471440835,6
DRV00074,1,0.719667238581492,6
DRV00090,1,0.7169477187787932,6
DRV00105,1,0.7150193703308456,6
DRV00051,1,0.7107983876948017,6
DRV00122,1,0.684716734631501,6
DRV00098,1,0.6113375268000959,6
DRV00033,0,0.5854107841929179,6
DRV00099,0,0.576556267881696,6
DRV00002,1,0.5730156845871321,6
DRV00004,1,0.5631582308006255,6
DRV00043,1,0.5539437237807773,6
DRV00118,1,0.5527619706508616,6
DRV00036,1,0.5413438982036138,6
DRV00138,1,0.5347554749076069,6
DRV00143,0,0.5045895265729268,6
DRV00056,0,0.46867936997759385,6
DRV00121,0,0.45403857031818506,6
DRV00010,0,0.4180071545374481,6
DRV00012,0,0.4012159574392725,6
DRV00104,0,0.36628725601344747,6
DRV00082,0,0.3655505010796862,6
DRV00037,0,0.3624370409013935,6
DRV00113,0,0.34739338402432307,6
DRV00097,0,0.33823726205118454,6
DRV00078,0,0.3356894907258611,6
DRV00006,0,0.3328911652565583,6
DRV00049,0,0.3245389608884414,6
DRV00005,0,0.32287245557012156,6
DRV00112,0,0.3225439309336873,6
DRV00150,0,0.3214583647277549,6
DRV00053,0,0.32136275781619617,6
DRV00016,0,0.3152353536844042,6
DRV00061,0,0.3105155089171212,6
DRV00149,0,0.3103154488097536,6
DRV00035,0,0.30496943215510164,6
DRV00009,0,0.30059805910305426,6
DRV00041,0,0.2984099842474406,6
DRV00032,0,0.295870187440106,6
DRV00028,1,0.2958690899158243,6
DRV00147,1,0.29510692550362466,6
DRV00117,0,0.29381165125579634,6
DRV00063,0,0.2928612219119747,6
DRV00011,0,0.29251173569683797,6
DRV00026,0,0.29178974048475037,6
DRV00148,0,0.2889529847968706,6
DRV00024,0,0.28861504501921464,6
DRV00013,0,0.2872022462514032,6
DRV00134,0,0.28696992266886373,6
DRV00108,0,0.28607324768680964,6
DRV00141,1,0.2840414668080027,6
DRV00091,0,0.2829511978429867,6
DRV00092,0,0.2806330266441812,6
DRV00075,0,0.2767176723132955,6
DRV00059,0,0.2758817147228431,6
DRV00022,0,0.2746012171946898,6
DRV00084,0,0.2727568249328794,6
DRV00144,0,0.26985758377860475,6
DRV00080,0,0.2680931410851638,6
DRV00083,0,0.26800433024435344,6
DRV00114,0,0.266046639783999,6
DRV00017,0,0.26254159050092685,6
DRV00015,0,0.2593168906183161,6
DRV00014,0,0.2573310706945904,6
DRV00047,0,0.25386186569197366,6
DRV00001,0,0.2526805746797814,6
DRV00123,0,0.24974781012845984,6
DRV00062,0,0.24965286784340962,6
DRV00045,0,0.24682867260040064,6
DRV00130,0,0.24669436373151277,6
DRV00030,0,0.2417570207546102,6
DRV00095,1,0.24154895337178953,6
DRV00064,0,0.2396188925501414,6
DRV00087,0,0.2393560330530402,6
DRV00039,0,0.239274421469486,6
DRV00077,0,0.2388746319342927,6
DRV00019,0,0.2385814201993311,6
DRV00111,0,0.23624794458414838,6
DRV00081,0,0.2359270280982208,6
DRV00069,0,0.23481197638905665,6
DRV00050,0,0.23462638192456517,6
DRV00054,0,0.2322914272645059,6
DRV00085,0,0.2291333697838716,6
DRV00065,0,0.2291018825991173,6
DRV00020,0,0.22904573942191964,6
DRV00146,0,0.22591626333309572,6
DRV00125,0,0.22525261481294695,6
DRV00029,0,0.22417372973682376,6
DRV00110,0,0.22187874955037468,6
DRV00044,0,0.22023163284293387,6
DRV00127,1,0.21960748741472536,6
DRV00034,0,0.21677816357016017,6
DRV00103,0,0.2119991254412084,6
DRV00145,0,0.21024110965839574,6
DRV00025,0,0.20905840512309862,6
DRV00142,0,0.20444911517043413,6
DRV00120,0,0.20350699427304753,6
DRV00109,0,0.20166120905320314,6
DRV00124,0,0.19246572531252504,6
DRV00102,1,0.18513917784749961,6
DRV00071,0,0.1849726389246581,6
DRV00128,0,0.18328686195459648,6
DRV00057,0,0.18278546158921358,6
DRV00107,0,0.17608257090631407,6
DRV00023,0,0.1739191066797906,6
DRV00126,0,0.16574589920444432,6
DRV00055,0,0.1656104679817702,6
DRV00079,0,0.16549754882637607,6
