driver_id,y_true,score,n_months
DRV00066,1,0.8945600752647603,6
DRV00094,1,0.8866712310840948,6
DRV00101,1,0.8645986935935995,6
DRV00070,1,0.8638339424839783,6
DRV00038,1,0.8635676175252985,6
DRV00051,1,0.8612155429968542,6
DRV00002,1,0.8540591782273972,6
DRV00100,1,0.8522145221523844,6
DRV00089,1,0.8486570092361555,6
DRV00132,1,0.8421095201409818,6
DRV00090,1,0.8377129513865714,6
DRV00088,1,0.8365491638767897,6
DRV00074,1,0.8354397058343689,6
DRV00119,1,0.8334423734145113,6
DRV00036,1,0.823633535748173,6
DRV00060,1,0.8201293941729687,6
DRV00129,1,0.8176670590622082,6
DRV00138,1,0.8135036289658624,6
DRV00118,1,0.8123136192284632,6
DRV00058,1,0.8093473509856574,6
DRV00139,1,0.8055118574619631,6
DRV00003,1,0.8026882077619001,6
DRV00043,1,0.8026788550351303,6
DRV00105,1,0.8021956752949795,6
DRV00018,1,0.7727348590490665,6
DRV00133,1,0.7637003095294793,6
DRV00004,1,0.7561834459717596,6
DRV00122,1,0.7400156776220562,6
DRV00098,1,0.6365014370262906,6
DRV00033,0,0.5803654644125814,6
DRV00143,0,0.580264528297931,6
DRV00099,0,0.5769664443915532,6
DRV00121,0,0.5004235385391558,6
DRV00056,0,0.453616439559977,6
DRV00104,0,0.40310161587211835,6
DRV00097,0,0.39946559357291656,6
DRV00012,0,0.394974014954911,6
DRV00082,0,0.38932917218851715,6
DRV00010,0,0.38242984376791395,6
DRV00113,0,0.3790927153828447,6
DRV00062,0,0.37147398525038056,6
DRV00054,0,0.3587555662542251,6
DRV00013,0,0.35382030451034074,6
DRV00114,0,0.35015625293387126,6
DRV00078,0,0.3495429712362988,6
DRV00035,0,0.3470016635456239,6
DRV00141,1,0.3456894126666196,6
DRV00117,0,0.3440334908792937,6
DRV00037,0,0.34332990063190655,6
DRV00075,0,0.3419479570583756,6
DRV00148,0,0.33497606297887006,6
DRV00049,0,0.33379704448002134,6
DRV00063,0,0.32881263868902005,6
DRV00059,0,0.3287298299599706,6
DRV00006,0,0.3246671813010683,6
DRV00084,0,0.3177993404099273,6
DRV00011,0,0.314032640439164,6
DRV00061,0,0.3139567169674745,6
DRV00005,0,0.3059662793609203,6
DRV00053,0,0.30099798866412,6
DRV00016,0,0.3001673859872492,6
DRV00150,0,0.2997708647217004,6
DRV00112,0,0.29890541774341167,6
DRV00064,0,0.2986542377691362,6
DRV00041,0,0.2968460287752217,6
DRV00149,0,0.29514130988569315,6
DRV00045,0,0.294403966548871,6
DRV00015,0,0.2917579501277981,6
DRV00080,0,0.2899103373492728,6
DRV00123,0,0.2899059269276278,6
DRV00050,0,0.2896728145603321,6
DRV00069,0,0.2886947254383262,6
DRV00039,0,0.2802074828373189,6
DRV00130,0,0.2793447560641329,6
DRV00044,0,0.27934009531410525,6
DRV00108,0,0.2787588925983337,6
DRV00047,0,0.27858521804203384,6
DRV00026,0,0.27545022851668727,6
DRV00083,0,0.2696034314500379,6
DRV00092,0,0.26813551962284843,6
DRV00024,0,0.2681157363099879,6
DRV00134,0,0.26711875810731467,6
DRV00001,0,0.26214767086527496,6
DRV00032,0,0.2616964966641139,6
DRV00091,0,0.26140386787836345,6
DRV00110,0,0.2612971285874959,6
DRV00014,0,0.2612849882482796,6
DRV00055,0,0.2600542661584546,6
DRV00022,0,0.25675259452509763,6
DRV00057,0,0.25265364575504917,6
DRV00147,1,0.2495179224510175,6
DRV00124,0,0.24732732110232455,6
DRV00144,0,0.24726100848839028,6
DRV00017,0,0.24670136277008306,6
DRV00103,0,0.24608411347634893,6
DRV00120,0,0.24468741215074044,6
DRV00028,1,0.24387066172158534,6
DRV00071,0,0.2437135400582858,6
DRV00095,1,0.24323657783610325,6
DRV00020,0,0.23916000359443823,6
DRV00077,0,0.23566480808826343,6
DRV00085,0,0.23560567066736415,6
DRV00029,0,0.23442166083136734,6
DRV00125,0,0.23365926509144175,6
DRV00081,0,0.2307953453111684,6
DRV00087,0,0.23016006788949037,6
DRV00146,0,0.22678491399658132,6
DRV00111,0,0.22158903684324635,6
DRV00019,0,0.2193216067882952,6
DRV00102,1,0.21883668323278793,6
DRV00030,0,0.2150346211037835,6
DRV00009,0,0.21164091692531717,6
DRV00127,1,0.21120797489639317,6
DRV00025,0,0.207425738624344,6
DRV00107,0,0.20722606570792687,6
DRV00145,0,0.20704052909588602,6
DRV00142,0,0.20540821570612555,6
DRV00065,0,0.1984815155103134,6
DRV00109,0,0.1963075668562924,6
DRV00128,0,0.19417693568675629,6
DRV00126,0,0.1858501046409132,6
DRV00034,0,0.18512592568399358,6
DRV00023,0,0.17385902859914068,6
DRV00079,0,0.17193387333653384,6
