driver_id,y_true,score,n_months
DRV00132,1,0.5546616516774655,6
DRV00038,1,0.54146180175097,6
DRV00143,0,0.5400645915483122,6
DRV00002,1,0.5388209083494915,6
DRV00119,1,0.48169898807795625,6
DRV00105,1,0.4797191478872813,6
DRV00133,1,0.47829440741203916,6
DRV00088,1,0.45775681620747455,6
DRV00051,1,0.4385379414516826,6
DRV00101,1,0.4365871316284113,6
DRV00060,1,0.4212703005775142,6
DRV00118,1,0.3767572501103402,6
DRV00100,1,0.3751499378230985,6
DRV00129,1,0.37036129804244694,6
DRV00003,1,0.36936498094815695,6
DRV00066,1,0.3674412781711609,6
DRV00056,0,0.36418451480555697,6
DRV00090,1,0.3551443248121277,6
DRV00094,1,0.35238241540765336,6
DRV00011,0,0.35200447029939985,6
DRV00001,0,0.3493668530214515,6
DRV00036,1,0.3436294714766653,6
DRV00070,1,0.34261321942426354,6
DRV00089,1,0.339791535954691,6
DRV00053,0,0.33907760277648274,6
DRV00139,1,0.3385223823380823,6
DRV00062,0,0.3312845479517538,6
DRV00121,0,0.32681208270739504,6
DRV00122,1,0.32079128451825256,6
DRV00063,0,0.3176993277855004,6
DRV00099,0,0.3095809923604582,6
DRV00018,1,0.3081596470360354,6
DRV00010,0,0.30624096866009437,6
DRV00065,0,0.3027819632920177,6
DRV00078,0,0.3000761341486253,6
DRV00113,0,0.29635762215446687,6
DRV00057,0,0.2913651609461561,6
DRV00004,1,0.29111407653133353,6
DRV00138,1,0.28731960478968427,6
DRV00013,0,0.2848908418845291,6
DRV00050,0,0.2798512848635845,6
DRV00058,1,0.27625847780441654,6
DRV00074,1,0.27516843983888695,6
DRV00043,1,0.27238891358764844,6
DRV00045,0,0.2682313490775231,6
DRV00084,0,0.2670738297058237,6
DRV00098,1,0.2654030897327125,6
DRV00049,0,0.2614728061765966,6
DRV00054,0,0.2610788979962147,6
DRV00097,0,0.2591760819652252,6
DRV00102,1,0.2545642689517325,6
DRV00005,0,0.2527539657857722,6
DRV00075,0,0.2483998565255021,6
DRV00104,0,0.2455478950293752,6
DRV00064,0,0.24429908220744512,6
DRV00103,0,0.23870534209511138,6
DRV00114,0,0.23622108148559887,6
DRV00111,0,0.23372104334856003,6
DRV00117,0,0.23037094381785703,6
DRV00108,0,0.22933255390239596,6
DRV00141,1,0.22423674253090067,6
DRV00077,0,0.22399795835554,6
DRV00032,0,0.21433237136056385,6
DRV00012,0,0.20928585312657275,6
DRV00110,0,0.20152654600033684,6
DRV00080,0,0.20017112376989502,6
DRV00061,0,0.19735796976833578,6
DRV00016,0,0.19711444981546786,6
DRV00095,1,0.19698185079910646,6
DRV00015,0,0.195968766119434,6
DRV00130,0,0.19593402843596408,6
DRV00019,0,0.19272668782700178,6
DRV00124,0,0.19220092277625214,6
DRV00006,0,0.18821828820699235,6
DRV00107,0,0.1846998264707055,6
DRV00092,0,0.18070714281601197,6
DRV00041,0,0.17999684298512464,6
DRV00125,0,0.1799801594375211,6
DRV00127,1,0.179417056735404,6
DRV00039,0,0.1756079521308338,6
DRV00026,0,0.17393115357415156,6
DRV00071,0,0.17164815090415778,6
DRV00037,0,0.16719790586369496,6
DRV00083,0,0.16367090784538776,6
DRV00024,0,0.162348850673342,6
DRV00034,0,0.1619569362733431,6
DRV00044,0,0.15872938713760465,6
DRV00145,0,0.1568993395031343,6
DRV00082,0,0.15656968079637712,6
DRV00120,0,0.15648215119193132,6
DRV00028,1,0.15466908175274838,6
DRV00091,0,0.1520489028409517,6
DRV00047,0,0.15185694622837223,6
DRV00069,0,0.15113221810975638,6
DRV00025,0,0.15099991325268777,6
DRV00081,0,0.15030007992033964,6
DRV00112,0,0.14691948584244924,6
DRV00079,0,0.14637012568818886,6
DRV00134,0,0.14600737139082628,6
DRV00109,0,0.14188811030928294,6
DRV00017,0,0.14086487842087875,6
DRV00029,0,0.14053812777158736,6
DRV00033,0,0.13940345065018883,6
DRV00059,0,0.1365609748415453,6
DRV00055,0,0.13006602077884707,6
DRV00022,0,0.1293069864875816,6
DRV00009,0,0.12886281435363198,6
DRV00148,0,0.12833479003892,6
DRV00144,0,0.11566056506250406,6
DRV00150,0,0.11460222499484969,6
DRV00149,0,0.10554487987641457,6
DRV00014,0,0.10509189921481678,6
DRV00030,0,0.10271038514411518,6
DRV00035,0,0.09993617722318486,6
DRV00147,1,0.09924988332539014,6
DRV00142,0,0.09171061498902267,6
DRV00126,0,0.08913788822415414,6
DRV00123,0,0.08830701101814421,6
DRV00087,0,0.08307698813728463,6
DRV00023,0,0.07894615145591048,6
DRV00128,0,0.07124201282604271,6
DRV00085,0,0.06477144680971757,6
DRV00020,0,0.05654262541132424,6
DRV00146,0,0.051560723057302284,6
