feature,coef,abs_coef
fuel_surcharge_rate,-5.386033901959239,5.386033901959239
base_rate_per_mile,0.9770146354291694,0.9770146354291694
average_mpg,-0.37323992906032094,0.37323992906032094
is_weekend,-0.36909129293741544,0.36909129293741544
typical_transit_days,-0.3574355421041847,0.3574355421041847
revenue_per_mile,-0.1649238699244465,0.1649238699244465
dispatch_dow,0.06280957320310379,0.06280957320310379
actual_duration_hours,0.05862616800059901,0.05862616800059901
dispatch_month,-0.038921359611196214,0.038921359611196214
years_experience,0.023446454695222687,0.023446454695222687
pieces,0.01620239705600203,0.01620239705600203
idle_time_hours,-0.013692327987382005,0.013692327987382005
fuel_gallons_used,-0.007472975201616313,0.007472975201616313
fuel_surcharge,0.003148813857367339,0.003148813857367339
truck_age,0.0027747609224981398,0.0027747609224981398
actual_distance_miles,0.0018029384423382745,0.0018029384423382745
typical_distance_miles,-0.000908681094353019,0.000908681094353019
revenue,-0.00044147188880587994,0.00044147188880587994
accessorial_charges,-0.0002707667927898385,0.0002707667927898385
weight_lbs,-7.965181512402496e-06,7.965181512402496e-06
