feature,coef,abs_coef
base_rate_per_mile,0.3820711408909828,0.3820711408909828
typical_transit_days,-0.14338009520939451,0.14338009520939451
is_weekend,-0.06044471470923885,0.06044471470923885
dispatch_month,-0.03297851765202122,0.03297851765202122
dispatch_dow,0.020314213022415102,0.020314213022415102
truck_age,-0.016709019543645485,0.016709019543645485
years_experience,0.014006614710665206,0.014006614710665206
pieces,0.010992800895746247,0.010992800895746247
typical_distance_miles,0.0003555116132376919,0.0003555116132376919
weight_lbs,1.1856745759022416e-06,1.1856745759022416e-06
