feature,coef,abs_coef
fuel_surcharge_rate,-2.7538344101644974,2.7538344101644974
base_rate_per_mile,0.9652551788628426,0.9652551788628426
revenue_per_mile,-0.6623404291778197,0.6623404291778197
average_mpg,-0.27676419305664135,0.27676419305664135
typical_transit_days,-0.2490731373466166,0.2490731373466166
is_weekend,-0.10976317757370041,0.10976317757370041
idle_time_hours,-0.027450819486040345,0.027450819486040345
dispatch_dow,0.027320143828784945,0.027320143828784945
dispatch_month,-0.026610498222627895,0.026610498222627895
years_experience,0.01536657045998697,0.01536657045998697
pieces,0.014463301046525113,0.014463301046525113
truck_age,-0.007968231274041651,0.007968231274041651
fuel_gallons_used,-0.00345085208151895,0.00345085208151895
fuel_surcharge,0.0019344347695240006,0.0019344347695240006
actual_duration_hours,0.0018462475431043927,0.0018462475431043927
actual_distance_miles,0.0004752817900432929,0.0004752817900432929
accessorial_charges,-0.0003168802043433684,0.0003168802043433684
typical_distance_miles,0.0002471528483962691,0.0002471528483962691
revenue,-8.613078226698275e-05,8.613078226698275e-05
weight_lbs,2.4037595260177967e-06,2.4037595260177967e-06
