feature,coef,abs_coef
typical_distance_miles,0.24075612007021877,0.24075612007021877
base_rate_per_mile,0.15096219946974165,0.15096219946974165
typical_transit_days,-0.12055590942940479,0.12055590942940479
dispatch_month,-0.10833555442332185,0.10833555442332185
truck_days_since_last_incident,0.09712955651052417,0.09712955651052417
pieces,0.09654517584253874,0.09654517584253874
truck_age,-0.0718191048564523,0.0718191048564523
years_experience,0.0694633793826953,0.0694633793826953
driver_days_since_last_incident,-0.02594501718996011,0.02594501718996011
weight_lbs,0.02477840770363488,0.02477840770363488
is_weekend,-0.017650364195093183,0.017650364195093183
dispatch_dow,0.01631251836264614,0.01631251836264614
