feature,coef,abs_coef
driver_incidents_last_90d,1.216879124267185,1.216879124267185
driver_incidents_last_180d,-0.7566745417198381,0.7566745417198381
driver_incidents_last_30d,-0.6338768410578579,0.6338768410578579
truck_incidents_last_365d,-0.5534861113890813,0.5534861113890813
truck_incidents_last_90d,0.36822793582591895,0.36822793582591895
truck_incidents_last_30d,-0.33898995768379536,0.33898995768379536
truck_incidents_last_180d,0.3327006780129105,0.3327006780129105
driver_incidents_last_365d,0.297025767638428,0.297025767638428
typical_distance_miles,0.28928267620730314,0.28928267620730314
driver_injury_incidents_last_365d,-0.17569287261755068,0.17569287261755068
driver_at_fault_incidents_last_365d,-0.1752554210543955,0.1752554210543955
typical_transit_days,-0.1674375509035061,0.1674375509035061
truck_at_fault_incidents_last_365d,0.1512406079031664,0.1512406079031664
base_rate_per_mile,0.15044176051249503,0.15044176051249503
driver_preventable_incidents_last_365d,0.10294757337687015,0.10294757337687015
pieces,0.10100484781000506,0.10100484781000506
dispatch_month,-0.09099116391519917,0.09099116391519917
truck_age,-0.08128458165862064,0.08128458165862064
truck_preventable_incidents_last_365d,-0.04368773302556905,0.04368773302556905
weight_lbs,0.04215955043517247,0.04215955043517247
years_experience,0.04069602640975533,0.04069602640975533
dispatch_dow,0.018066581795454107,0.018066581795454107
truck_injury_incidents_last_365d,0.016601125724030025,0.016601125724030025
is_weekend,-0.016359650795766945,0.016359650795766945
